20220420_CMX_NB_azucaryendulzantes_W16,20220420_CMX_NB_tuberculos_W16,20220420_CMX_NB_granos_W16,20220420_CMX_NB_frutas_W16,20220420_CMX_NB_verduras_W16,20220420_CMX_NB_huevos_W16,20220420_CMX_NB_leches_W16,20220420_CMX_NB_vasoscontenedoresyplatos_W16,20220420_CMX_NB_detergentejabonylavatrastes_W16
47887138.0,141785762.0,142973564.0,139195183.0,141753453.0,146018909.0,141759183.0,141796120.0,143606486.0
142334755.0,142281379.0,140354176.0,140981043.0,140026997.0,135191141.0,143092433.0,47887138.0,138515160.0
143016745.0,128473764.0,140305024.0,54481722.0,145484922.0,142488167.0,140333778.0,49572647.0,142254818.0
142961451.0,142305957.0,139833986.0,141781821.0,145220732.0,128066158.0,143059664.0,143016745.0,143190756.0
139195183.0,139750058.0,139303559.0,-269501.0,15752318.0,140417647.0,139211477.0,142961451.0,143717093.0
145228592.0,128973482.0,133632651.0,143602500.0,139308192.0,139313777.0,143606486.0,145228592.0,142342887.0
54481722.0,141859500.0,141642382.0,23800643.0,142486705.0,136641138.0,143717093.0,140981043.0,143190761.0
141781821.0,140309165.0,146014867.0,142420808.0,145343669.0,139291252.0,142342887.0,130538297.0,140387054.0
131226429.0,122454702.0,143151765.0,79704907.0,144755899.0,143192694.0,143190761.0,54481722.0,146164469.0
-269501.0,145136306.0,143075991.0,139381586.0,138747073.0,-255369.0,141699818.0,131226429.0,141722369.0
143602500.0,145410739.0,139473561.0,141835091.0,143031494.0,146139766.0,143086314.0,-269501.0,140448516.0
23800643.0,128717493.0,143110810.0,141890392.0,128486600.0,38990459.0,136702703.0,143602500.0,142496517.0
142420808.0,142488246.0,135414428.0,-263330.0,139080909.0,142973564.0,146164469.0,142420808.0,15131398.0
146053962.0,141884088.0,136225441.0,136280932.0,143154387.0,140354176.0,141722369.0,79704907.0,140290828.0
79704907.0,145490619.0,141785762.0,146275172.0,140942552.0,140305024.0,142494467.0,128080716.0,143110926.0
128080716.0,143123137.0,142281379.0,145187687.0,145376478.0,139833986.0,140448516.0,145175376.0,142424847.0
145175376.0,143631042.0,128473764.0,143227767.0,133702879.0,139303559.0,15131398.0,139381586.0,141818643.0
145431380.0,145410753.0,142305957.0,143051652.0,143602913.0,133632651.0,143110926.0,141835091.0,140051221.0
141890392.0,141683396.0,139750058.0,143055752.0,141640930.0,138627724.0,142424847.0,145431380.0,141380382.0
-263330.0,143155908.0,128973482.0,142295947.0,143684834.0,140423827.0,117637906.0,141890392.0,142334755.0
136280932.0,146131653.0,141859500.0,140379020.0,-269084.0,146014867.0,141818643.0,136280932.0,141673255.0
143227767.0,141179593.0,122454702.0,129172365.0,143568110.0,143151765.0,145890067.0,143092604.0,49572647.0
143092604.0,146244300.0,145136306.0,63308691.0,140322031.0,143075991.0,140051221.0,142295947.0,143016745.0
143051652.0,138799823.0,145410739.0,125629335.0,141829360.0,139473561.0,141796120.0,140379020.0,142961451.0
142295947.0,141759183.0,128717493.0,145216408.0,143117552.0,143110810.0,47887138.0,145320848.0,139195183.0
140379020.0,140333778.0,142488246.0,16692121.0,136854770.0,135414428.0,142334755.0,63308691.0,140981043.0
145320848.0,143059664.0,141884088.0,140290974.0,142470387.0,136225441.0,49572647.0,132924310.0,130538297.0
63308691.0,139211477.0,145490619.0,143625132.0,138841336.0,141785762.0,143016745.0,125629335.0,54481722.0
132924310.0,143606486.0,-261442.0,139942830.0,132726008.0,142281379.0,142961451.0,145216408.0,141781821.0
125629335.0,138515160.0,143123137.0,135119796.0,146220285.0,128473764.0,139195183.0,16692121.0,131226429.0
145216408.0,142254818.0,143631042.0,142494644.0,125558014.0,142305957.0,145228592.0,139914139.0,-269501.0
16692121.0,143190756.0,145410753.0,141644731.0,142517507.0,139750058.0,140981043.0,140290974.0,23800643.0
139914139.0,143717093.0,141683396.0,141792190.0,142218510.0,128973482.0,54481722.0,143625132.0,142420808.0
140290974.0,142342887.0,143155908.0,141751232.0,142499090.0,141859500.0,131226429.0,21500849.0,79704907.0
139166625.0,143190761.0,146131653.0,140037058.0,143054099.0,140309165.0,-269501.0,128121780.0,128080716.0
139942830.0,141699818.0,141179593.0,140411842.0,140004637.0,145136306.0,143602500.0,142494644.0,145175376.0
21500849.0,143086314.0,138799823.0,141790149.0,140346658.0,145410739.0,23800643.0,141644731.0,139381586.0
135119796.0,140387054.0,141759183.0,141800395.0,142255400.0,128717493.0,142420808.0,140381116.0,141835091.0
141644731.0,136702703.0,143092433.0,135168978.0,145143086.0,142488246.0,146053962.0,141884347.0,145431380.0
140381116.0,146164469.0,140333778.0,140321746.0,141770031.0,141884088.0,79704907.0,141792190.0,141890392.0
141884347.0,141722369.0,143059664.0,130431954.0,145380658.0,145490619.0,128080716.0,135078847.0,-263330.0
141792190.0,142494467.0,139211477.0,142513106.0,143207736.0,-261442.0,145175376.0,141751232.0,136280932.0
135078847.0,140448516.0,139809493.0,139752406.0,143238458.0,143123137.0,141835091.0,141286333.0,145187687.0
141751232.0,15131398.0,143606486.0,141665241.0,141835579.0,143631042.0,141890392.0,140037058.0,143227767.0
140037058.0,140290828.0,138515160.0,144665568.0,138798398.0,145410753.0,136280932.0,140411842.0,143051652.0
140411842.0,143110926.0,142254818.0,53580773.0,142386498.0,141683396.0,146275172.0,141790149.0,142295947.0
141790149.0,142424847.0,143190756.0,136270837.0,138794315.0,143155908.0,145187687.0,49871816.0,129172365.0
49871816.0,117637906.0,143717093.0,15315958.0,139781453.0,146131653.0,143092604.0,142425033.0,145320848.0
142425033.0,141818643.0,142342887.0,48266231.0,126373202.0,141179593.0,143051652.0,140321746.0,63308691.0
141800395.0,145890067.0,143190761.0,144456705.0,140305750.0,146244300.0,142295947.0,130431954.0,132924310.0
135168978.0,140051221.0,141699818.0,145148932.0,140459350.0,138799823.0,129172365.0,142513106.0,125629335.0
140321746.0,141796120.0,140387054.0,139910149.0,139291998.0,141759183.0,145320848.0,139752406.0,16692121.0
142513106.0,141380382.0,136702703.0,143229958.0,141667679.0,143092433.0,63308691.0,144088022.0,139914139.0
139752406.0,47887138.0,146164469.0,146095116.0,143017315.0,140333778.0,132924310.0,141665241.0,140290974.0
141665241.0,142334755.0,141722369.0,142275600.0,140307821.0,143059664.0,125629335.0,124521438.0,139166625.0
124521438.0,141673255.0,142494467.0,141689878.0,142501233.0,139211477.0,145216408.0,53580773.0,143625132.0
141675490.0,49572647.0,140448516.0,145972247.0,141856116.0,139809493.0,16692121.0,23479281.0,139942830.0
23479281.0,143016745.0,142496517.0,139156515.0,103894391.0,138515160.0,140290974.0,15315958.0,128121780.0
142216178.0,139195183.0,15131398.0,145978409.0,43001219.0,142254818.0,139166625.0,48266231.0,135119796.0
15315958.0,145228592.0,140290828.0,143055917.0,145345935.0,143190756.0,139942830.0,139467768.0,142494644.0
48266231.0,140981043.0,143110926.0,129125423.0,139199899.0,143717093.0,21500849.0,-259076.0,141884347.0
-259076.0,130538297.0,142424847.0,143156276.0,143695261.0,142342887.0,128121780.0,144456705.0,135078847.0
144456705.0,54481722.0,117637906.0,142404663.0,144416157.0,143190761.0,135119796.0,139910149.0,141751232.0
139910149.0,141781821.0,145890067.0,143526974.0,18533793.0,141699818.0,140381116.0,143229958.0,141286333.0
143229958.0,131226429.0,140051221.0,142496838.0,143621545.0,143086314.0,141884347.0,146095116.0,140037058.0
146095116.0,-269501.0,141796120.0,141884488.0,142359979.0,140387054.0,141792190.0,142275600.0,140411842.0
142275600.0,143602500.0,141380382.0,139949129.0,140430766.0,136702703.0,135078847.0,141689878.0,141790149.0
145972247.0,23800643.0,47887138.0,141825103.0,121513394.0,146164469.0,141751232.0,141618202.0,49871816.0
139156515.0,142420808.0,142334755.0,143676497.0,146101683.0,141722369.0,141286333.0,142367771.0,135168978.0
129125423.0,79704907.0,141673255.0,143227994.0,143596988.0,142494467.0,140037058.0,139156515.0,140321746.0
143150129.0,139381586.0,49572647.0,140465244.0,140287421.0,140448516.0,140411842.0,140442663.0,130431954.0
143156276.0,141835091.0,143016745.0,139783269.0,135622079.0,142496517.0,49871816.0,145978409.0,144088022.0
142404663.0,141890392.0,142961451.0,141352041.0,132423103.0,15131398.0,142425033.0,143150129.0,141665241.0
143660087.0,-263330.0,145228592.0,55839850.0,141278665.0,140290828.0,141800395.0,143156276.0,124521438.0
142414916.0,146275172.0,140981043.0,141753453.0,143099347.0,143110926.0,135168978.0,142404663.0,144665568.0
141884488.0,145187687.0,130538297.0,140026997.0,141872602.0,142424847.0,140321746.0,143660087.0,23479281.0
139949129.0,143051652.0,54481722.0,139181174.0,142253531.0,117637906.0,144088022.0,143526974.0,141671413.0
141309003.0,143055752.0,141781821.0,139951224.0,143218138.0,141818643.0,141665241.0,142414916.0,136270837.0
141825103.0,142295947.0,131226429.0,141624440.0,140412382.0,145890067.0,124521438.0,142496838.0,15315958.0
143676497.0,140379020.0,-269501.0,145484922.0,143650279.0,140051221.0,144665568.0,141884488.0,48266231.0
140258386.0,129172365.0,143602500.0,141747324.0,141852140.0,141796120.0,53580773.0,139949129.0,-259076.0
142511193.0,145320848.0,23800643.0,145220732.0,146269676.0,141380382.0,23479281.0,141825103.0,144456705.0
146066522.0,63308691.0,142420808.0,15752318.0,143216116.0,47887138.0,142216178.0,139177041.0,145148932.0
140465244.0,132924310.0,79704907.0,141767808.0,139767287.0,142334755.0,141671413.0,140258386.0,139910149.0
140416100.0,140383127.0,128080716.0,139912320.0,51561978.0,141673255.0,15315958.0,73923667.0,141689878.0
139783269.0,125629335.0,145175376.0,143053953.0,141995519.0,143016745.0,139467768.0,142511193.0,145972247.0
141352041.0,16692121.0,139381586.0,141868165.0,141760000.0,142961451.0,48266231.0,146066522.0,141618202.0
126870635.0,139914139.0,141835091.0,145249414.0,139769348.0,139195183.0,144456705.0,140444763.0,142367771.0
141753453.0,140290974.0,141890392.0,139408526.0,139945478.0,145228592.0,143229958.0,140465244.0,139156515.0
140026997.0,139166625.0,-263330.0,138114194.0,140340747.0,140981043.0,146095116.0,140416100.0,140442663.0
139181174.0,143625132.0,136280932.0,138093741.0,139210257.0,130538297.0,142275600.0,139783269.0,145978409.0
139918456.0,139942830.0,146275172.0,145210542.0,142319124.0,54481722.0,141689878.0,141352041.0,143055917.0
139951224.0,128121780.0,145187687.0,142486705.0,141688341.0,141781821.0,145972247.0,55839850.0,129125423.0
141624440.0,135119796.0,143227767.0,145343669.0,145364505.0,131226429.0,141618202.0,126870635.0,143150129.0
139881594.0,142494644.0,143051652.0,138747073.0,132935195.0,-269501.0,139156515.0,140026997.0,143156276.0
141747324.0,141644731.0,143055752.0,143031494.0,139925037.0,143602500.0,140442663.0,139181174.0,142404663.0
145220732.0,140381116.0,142295947.0,128486600.0,143134254.0,23800643.0,129125423.0,141624440.0,143526974.0
143053953.0,141884347.0,140379020.0,139080909.0,76365360.0,142420808.0,143150129.0,139918456.0,142496838.0
141868165.0,141792190.0,145320848.0,143043793.0,135298608.0,146053962.0,143156276.0,139881594.0,141884488.0
145249414.0,135078847.0,63308691.0,143154387.0,141825601.0,79704907.0,142404663.0,145484922.0,139949129.0
143959181.0,141751232.0,132924310.0,141839574.0,139736646.0,128080716.0,143526974.0,141747324.0,141309003.0
139408526.0,140037058.0,140383127.0,140942552.0,143588935.0,145175376.0,142414916.0,15752318.0,141825103.0
138114194.0,141790149.0,125629335.0,143029467.0,141782607.0,139381586.0,142496838.0,141868165.0,139177041.0
139308192.0,49871816.0,145216408.0,133702879.0,141262421.0,141835091.0,141884488.0,145249414.0,73923667.0
-267093.0,142425033.0,16692121.0,143602913.0,145286748.0,145431380.0,139949129.0,143959181.0,143676497.0
138093741.0,135168978.0,139914139.0,141640930.0,132918879.0,141890392.0,141309003.0,-267093.0,142511193.0
128193710.0,140321746.0,140290974.0,143684834.0,132963939.0,-263330.0,139177041.0,128193710.0,143227994.0
145210542.0,130431954.0,139166625.0,-269084.0,145958502.0,136280932.0,140258386.0,142486705.0,140444763.0
142486705.0,142513106.0,143625132.0,143092967.0,125656695.0,146275172.0,143676497.0,145343669.0,146066522.0
145343669.0,139752406.0,139942830.0,140393704.0,131085944.0,145187687.0,142511193.0,144755899.0,140416100.0
144755899.0,144088022.0,21500849.0,143561961.0,143937151.0,143227767.0,143227994.0,140410045.0,139783269.0
140410045.0,141665241.0,128121780.0,145933548.0,146218635.0,143092604.0,140444763.0,143031494.0,141665383.0
138747073.0,144665568.0,135119796.0,143568110.0,63309465.0,143051652.0,140465244.0,129283274.0,141352041.0
143031494.0,141675490.0,142494644.0,140322031.0,139904668.0,143055752.0,146066522.0,139080909.0,55839850.0
128486600.0,53580773.0,141644731.0,141829360.0,145213094.0,142295947.0,140416100.0,143043793.0,141753453.0
129283274.0,23479281.0,140381116.0,143117552.0,145479334.0,140379020.0,139783269.0,140942552.0,140026997.0
139080909.0,142216178.0,141884347.0,136854770.0,145379009.0,129172365.0,141352041.0,143029467.0,139951224.0
141839574.0,141671413.0,141792190.0,141757686.0,140242632.0,145320848.0,55839850.0,133702879.0,139881594.0
140317911.0,136270837.0,135078847.0,138841336.0,144092874.0,63308691.0,126870635.0,143602913.0,141747324.0
140942552.0,15315958.0,141751232.0,142318841.0,145424075.0,132924310.0,141753453.0,141640930.0,145220732.0
133702879.0,48266231.0,141286333.0,132726008.0,128626401.0,140383127.0,140026997.0,143684834.0,15752318.0
143602913.0,144456705.0,140037058.0,125558014.0,140334818.0,125629335.0,139181174.0,140393704.0,145484922.0
143684834.0,145148932.0,140411842.0,142517507.0,141741801.0,145216408.0,141624440.0,143561961.0,141767808.0
-269084.0,139910149.0,141790149.0,141796612.0,134747885.0,139914139.0,139881594.0,139816171.0,143053953.0
143092967.0,143229958.0,49871816.0,146005251.0,141711091.0,140290974.0,139918456.0,140322031.0,145249414.0
140393704.0,146095116.0,142425033.0,142368011.0,142427896.0,139166625.0,141747324.0,141829360.0,143959181.0
143561961.0,142275600.0,141800395.0,142218510.0,142563068.0,143625132.0,15752318.0,143117552.0,139408526.0
139816171.0,141689878.0,135168978.0,142499090.0,141641473.0,139942830.0,139912320.0,136854770.0,138114194.0
145933548.0,145972247.0,140321746.0,143054099.0,140379909.0,21500849.0,141767808.0,142470387.0,139308192.0
140322031.0,141618202.0,130431954.0,144639253.0,-256249.0,128121780.0,143053953.0,141757686.0,138093741.0
141829360.0,142367771.0,142513106.0,140281110.0,142300936.0,135119796.0,141868165.0,138841336.0,128193710.0
146103537.0,139156515.0,139752406.0,140418329.0,141911831.0,142494644.0,143959181.0,142318841.0,145210542.0
136854770.0,140442663.0,141665241.0,140004637.0,145952535.0,141644731.0,139408526.0,132726008.0,142486705.0
142470387.0,145978409.0,124521438.0,140346658.0,145252123.0,140381116.0,138114194.0,125558014.0,145343669.0
141757686.0,143055917.0,144665568.0,142255400.0,57911069.0,141884347.0,139308192.0,142517507.0,144755899.0
132726008.0,129125423.0,141675490.0,140279082.0,142987038.0,141792190.0,138093741.0,146005251.0,140410045.0
142318841.0,143150129.0,53580773.0,145143086.0,143218478.0,135078847.0,145210542.0,142368011.0,138747073.0
146220285.0,143156276.0,23479281.0,141770031.0,143656786.0,141751232.0,142486705.0,143054099.0,143031494.0
125558014.0,142404663.0,141671413.0,145380658.0,143239006.0,141286333.0,145343669.0,128679187.0,128486600.0
142517507.0,143660087.0,136270837.0,143207736.0,143654753.0,140411842.0,144755899.0,144639253.0,129283274.0
141796612.0,143526974.0,15315958.0,143238458.0,146083688.0,141790149.0,140410045.0,140418329.0,139080909.0
142218510.0,142496838.0,48266231.0,143154493.0,145221503.0,49871816.0,143031494.0,140004637.0,143043793.0
15826190.0,141884488.0,144456705.0,138798398.0,143605632.0,142425033.0,129283274.0,143172894.0,143154387.0
143054099.0,139949129.0,145148932.0,138794315.0,145942400.0,141800395.0,139080909.0,139887906.0,141839574.0
128679187.0,141309003.0,139910149.0,139781453.0,28723079.0,135168978.0,143043793.0,133303590.0,140317911.0
144639253.0,141825103.0,143229958.0,126373202.0,146229128.0,140321746.0,141839574.0,140279082.0,140942552.0
140281110.0,139177041.0,146095116.0,140305750.0,146132882.0,130431954.0,140317911.0,145143086.0,143029467.0
140418329.0,140258386.0,142275600.0,140459350.0,145604503.0,142513106.0,140942552.0,140383535.0,145376478.0
140004637.0,73923667.0,141689878.0,139291998.0,141871002.0,139752406.0,143029467.0,145380658.0,133702879.0
143172894.0,143676497.0,145972247.0,141667679.0,141240229.0,144088022.0,145376478.0,143207736.0,143602913.0
139887906.0,142511193.0,141618202.0,138753378.0,143292334.0,141665241.0,133702879.0,143238458.0,141640930.0
133303590.0,143227994.0,142367771.0,143017315.0,141703090.0,124521438.0,143602913.0,140371260.0,143684834.0
139199788.0,140444763.0,139156515.0,145421667.0,145242039.0,144665568.0,143684834.0,143154493.0,-269084.0
140383535.0,146066522.0,140442663.0,143125867.0,135913401.0,141675490.0,-269084.0,138798398.0,143092967.0
141770031.0,140416100.0,145978409.0,140307821.0,142475199.0,23479281.0,143092967.0,142386498.0,140393704.0
145380658.0,139783269.0,143055917.0,142501233.0,-256059.0,142216178.0,140393704.0,138794315.0,140322031.0
143207736.0,141665383.0,129125423.0,141856116.0,145952715.0,141671413.0,143561961.0,126373202.0,143117552.0
141835579.0,141352041.0,143150129.0,103894391.0,143030241.0,136270837.0,139816171.0,140305750.0,142470387.0
140371260.0,55839850.0,143156276.0,43001219.0,15917031.0,15315958.0,145933548.0,138753378.0,136854770.0
143154493.0,126870635.0,142404663.0,142994821.0,106403818.0,139467768.0,140322031.0,143017315.0,141757686.0
138798398.0,141753453.0,143660087.0,143062416.0,86425579.0,48266231.0,141829360.0,127458662.0,138841336.0
139869511.0,140026997.0,143526974.0,139199899.0,140371955.0,-259076.0,142470387.0,145538406.0,125558014.0
138794315.0,139181174.0,142414916.0,143695261.0,143048692.0,144456705.0,136854770.0,140307821.0,141796612.0
139781453.0,139951224.0,142496838.0,144416157.0,141232117.0,145148932.0,141757686.0,142501233.0,146005251.0
126373202.0,141624440.0,141884488.0,18533793.0,145211382.0,139910149.0,138841336.0,146279795.0,142218510.0
140305750.0,139918456.0,139949129.0,139826594.0,141770745.0,143229958.0,132726008.0,103894391.0,15826190.0
139291998.0,141747324.0,141309003.0,143166885.0,,146095116.0,125558014.0,143111545.0,142499090.0
141667679.0,145220732.0,141825103.0,143621545.0,,142275600.0,141796612.0,43001219.0,143054099.0
138753378.0,15752318.0,139177041.0,142359979.0,,141689878.0,146005251.0,145345935.0,128679187.0
143017315.0,145484922.0,140258386.0,140430766.0,,145972247.0,142368011.0,143062416.0,144639253.0
127458662.0,139912320.0,73923667.0,121513394.0,,141618202.0,142218510.0,143695261.0,140004637.0
143125867.0,141767808.0,143676497.0,146101683.0,,142367771.0,15826190.0,144416157.0,143172894.0
140307821.0,143053953.0,143227994.0,141718969.0,,139156515.0,142499090.0,18533793.0,140346658.0
143695213.0,141868165.0,140444763.0,132423103.0,,140442663.0,143054099.0,143166885.0,139887906.0
142501233.0,145249414.0,140465244.0,145302976.0,,145978409.0,128679187.0,140430766.0,133303590.0
146279795.0,139408526.0,146066522.0,142448065.0,,143055917.0,144639253.0,139847090.0,140279082.0
103894391.0,138114194.0,140416100.0,139339203.0,,129125423.0,140281110.0,121513394.0,145143086.0
143111545.0,139308192.0,139783269.0,142550471.0,,143150129.0,140418329.0,142374323.0,140383535.0
43001219.0,138093741.0,141665383.0,141278665.0,,143156276.0,140004637.0,146101683.0,141770031.0
142390660.0,128193710.0,141352041.0,139812306.0,,142404663.0,143172894.0,145165751.0,145380658.0
143062416.0,145210542.0,55839850.0,141968850.0,,143660087.0,140346658.0,141718969.0,143207736.0
139199899.0,145343669.0,126870635.0,143099347.0,,143526974.0,139887906.0,143596988.0,143238458.0
143695261.0,144755899.0,140026997.0,143621587.0,,142414916.0,133303590.0,140287421.0,140371260.0
144416157.0,140410045.0,139181174.0,141872602.0,,142496838.0,142255400.0,68251069.0,143154493.0
139826594.0,138747073.0,139951224.0,142253531.0,,141884488.0,140279082.0,132423103.0,142386498.0
143166885.0,143031494.0,141624440.0,143218138.0,,139949129.0,139199788.0,135622079.0,139869511.0
139847090.0,128486600.0,139881594.0,141901284.0,,141309003.0,145143086.0,145302976.0,138794315.0
121513394.0,129283274.0,139918456.0,142368231.0,,141825103.0,140383535.0,140309955.0,126373202.0
141718969.0,139080909.0,141747324.0,143650279.0,,139177041.0,141770031.0,139339203.0,140324180.0
68251069.0,143043793.0,145220732.0,141852140.0,,140258386.0,145380658.0,142550471.0,140305750.0
132423103.0,143154387.0,15752318.0,146269676.0,,143676497.0,143207736.0,125902279.0,140459350.0
145302976.0,141839574.0,145484922.0,143216116.0,,142511193.0,143238458.0,141278665.0,139291998.0
142448065.0,140942552.0,139912320.0,139767287.0,,143227994.0,141835579.0,142542284.0,138753378.0
140309955.0,143029467.0,141767808.0,142374391.0,,140444763.0,140371260.0,141880784.0,143017315.0
139339203.0,145376478.0,143053953.0,51561978.0,,140465244.0,138798398.0,141739473.0,127458662.0
142550471.0,133702879.0,141868165.0,145393149.0,,146066522.0,142386498.0,139812306.0,145538406.0
125902279.0,143602913.0,145249414.0,141995519.0,,140416100.0,139869511.0,141968850.0,143125867.0
141278665.0,141640930.0,143959181.0,139769348.0,,139783269.0,138794315.0,143621587.0,143695213.0
142542284.0,143684834.0,139408526.0,139945478.0,,141665383.0,139781453.0,133539286.0,142501233.0
141880784.0,-269084.0,138114194.0,140340747.0,,141352041.0,126373202.0,141872602.0,146279795.0
