20220420_CMX_NB_congelados,20220420_CMX_NB_lacteosyhuevos,20220420_CMX_NB_aseoehigiene,20220420_CMX_NB_desechables
142262276.0,142262276.0,130017287.0,130017287.0
138625031.0,130017287.0,140417037.0,141903879.0
141903879.0,141903879.0,142360602.0,140417037.0
130017287.0,139821073.0,134148123.0,139845647.0
140417037.0,134148123.0,132272158.0,134148123.0
139845647.0,142469165.0,137336868.0,132272158.0
139821073.0,142276658.0,142272562.0,137336868.0
142360602.0,70928435.0,70928435.0,141705253.0
134148123.0,133228599.0,133228599.0,142469165.0
132272158.0,22306877.0,22306877.0,142276658.0
137336868.0,143718471.0,40771654.0,70928435.0
141705253.0,141723732.0,143718471.0,140339252.0
142469165.0,141895775.0,-260014.0,133228599.0
142276658.0,142391398.0,139798626.0,22306877.0
142272562.0,146167915.0,133304419.0,142278725.0
140339252.0,141817972.0,142391398.0,40771654.0
70928435.0,129951868.0,136747111.0,143718471.0
139235382.0,143020163.0,137367673.0,125626440.0
133228599.0,142393481.0,129951868.0,141656141.0
139761721.0,143642765.0,28731526.0,-260014.0
22306877.0,141785231.0,139774107.0,141723732.0
142471235.0,141246613.0,138014877.0,140300381.0
142278725.0,139774107.0,146094259.0,141895775.0
40771654.0,143149220.0,142254262.0,139798626.0
143718471.0,139776175.0,140466374.0,143249506.0
125626440.0,145397937.0,143319240.0,133304419.0
141656141.0,145342654.0,145285335.0,142391398.0
-260014.0,140466374.0,140957911.0,136747111.0
141723732.0,143319240.0,105533660.0,143040617.0
140300381.0,140957911.0,137550049.0,137367673.0
141895775.0,143583448.0,140777708.0,129951868.0
139798626.0,105533660.0,135962862.0,140451970.0
143097955.0,137550049.0,143603957.0,143020163.0
143249506.0,138645730.0,92029175.0,142977157.0
133304419.0,142993638.0,123648257.0,28731526.0
142391398.0,140323047.0,141875460.0,142393481.0
136747111.0,143603957.0,145334533.0,143642765.0
143040617.0,92029175.0,134025493.0,141785231.0
146167915.0,123648257.0,138621211.0,141246613.0
141781105.0,145334533.0,26958114.0,141713562.0
141817972.0,142434575.0,121811241.0,139774107.0
142559352.0,134025493.0,134258985.0,138014877.0
137367673.0,140405014.0,44679474.0,143149220.0
129951868.0,138621211.0,140964152.0,140353712.0
140421247.0,26958114.0,143053114.0,146094259.0
140451970.0,139804965.0,146198862.0,143593653.0
143020163.0,146241831.0,143038802.0,143319240.0
142977157.0,121811241.0,142233944.0,145473745.0
28731526.0,44679474.0,61319516.0,146006227.0
142393481.0,140964152.0,142334307.0,140957911.0
143642765.0,146198862.0,133691763.0,105533660.0
141785231.0,143038802.0,142508408.0,137550049.0
141246613.0,141709656.0,141640058.0,145987811.0
141713562.0,142233944.0,132696445.0,142993638.0
139774107.0,61319516.0,132114841.0,140323047.0
138014877.0,139376990.0,142246301.0,140402924.0
143149220.0,142334307.0,139309472.0,140777708.0
139776175.0,139270506.0,139921830.0,135962862.0
140353712.0,141777261.0,125999526.0,143603957.0
145397937.0,133691763.0,132776364.0,142356729.0
146094259.0,146133368.0,140450221.0,139380986.0
143593653.0,142508408.0,143106477.0,123648257.0
142254262.0,142246301.0,140372403.0,141875460.0
145342654.0,139921830.0,139215286.0,133306632.0
140466374.0,132776364.0,115491255.0,142434575.0
143319240.0,140372403.0,143663543.0,134025493.0
145473745.0,115491255.0,141717954.0,26958114.0
146006227.0,141728189.0,141818311.0,141680932.0
145285335.0,139811277.0,126046663.0,140529960.0
143583448.0,58028495.0,139123148.0,121811241.0
140957911.0,142252506.0,58028495.0,134258985.0
105533660.0,142416360.0,36409841.0,44679474.0
137550049.0,36409841.0,84939250.0,140964152.0
138645730.0,84939250.0,141904379.0,143053114.0
145987811.0,141693428.0,145324544.0,143038802.0
142993638.0,140321270.0,140409348.0,141709656.0
140323047.0,143088122.0,140423688.0,142233944.0
140402924.0,145324544.0,141775372.0,61319516.0
140777708.0,141771270.0,121360910.0,139376990.0
135962862.0,143032840.0,133151281.0,142334307.0
143603957.0,121360910.0,140311103.0,142465382.0
92029175.0,143665682.0,142488134.0,139270506.0
142356729.0,141642269.0,140333646.0,133691763.0
139380986.0,145306151.0,143065688.0,142508408.0
143741183.0,133151281.0,140364379.0,146133368.0
145248512.0,140311103.0,127851100.0,132696445.0
123648257.0,142488134.0,135191141.0,132114841.0
141875460.0,145371726.0,128066158.0,140482969.0
145334533.0,143532627.0,136641138.0,125999526.0
133306632.0,142496342.0,38990459.0,132776364.0
142434575.0,143065688.0,142973564.0,140450221.0
134025493.0,140364379.0,140305024.0,143153582.0
140405014.0,127851100.0,133632651.0,143589806.0
138621211.0,135191141.0,138627724.0,139215286.0
145228061.0,140417647.0,139473561.0,115491255.0
26958114.0,139313777.0,142281379.0,143663543.0
141680932.0,143192694.0,128473764.0,141728189.0
139804965.0,-255369.0,122454702.0,141717954.0
146241831.0,38990459.0,128717493.0,132764103.0
140529960.0,142973564.0,142488246.0,141818311.0
121811241.0,140354176.0,145490619.0,126046663.0
134258985.0,140305024.0,-261442.0,139123148.0
44679474.0,139833986.0,141683396.0,139811277.0
140964152.0,139303559.0,143155908.0,58028495.0
143053114.0,133632651.0,141179593.0,142252506.0
142360903.0,138627724.0,138515160.0,142375387.0
146198862.0,146014867.0,143190756.0,41976286.0
143038802.0,143151765.0,143717093.0,145934815.0
141709656.0,143075991.0,142342887.0,140306914.0
142233944.0,141785762.0,143190761.0,136698344.0
61319516.0,128473764.0,141722369.0,142416360.0
139376990.0,139750058.0,140448516.0,36409841.0
142334307.0,141859500.0,142496517.0,84939250.0
142465382.0,140309165.0,15131398.0,141693428.0
139270506.0,145136306.0,140290828.0,140321270.0
141777261.0,145410739.0,143110926.0,141904379.0
133691763.0,145490619.0,142424847.0,141775372.0
142508408.0,-261442.0,141818643.0,125598223.0
146133368.0,143123137.0,141380382.0,142447122.0
141640058.0,143631042.0,141673255.0,140313112.0
132696445.0,141683396.0,49572647.0,129610268.0
140482969.0,143155908.0,143016745.0,141642269.0
142246301.0,141179593.0,142961451.0,143053340.0
139309472.0,143059664.0,139195183.0,141748778.0
139358630.0,143717093.0,140981043.0,133151281.0
125999526.0,142342887.0,130538297.0,140311103.0
132776364.0,143190761.0,54481722.0,143239745.0
140450221.0,141699818.0,131226429.0,136180296.0
143106477.0,143086314.0,-269501.0,146027081.0
143153582.0,136702703.0,23800643.0,142551626.0
133964208.0,146164469.0,142420808.0,140333646.0
140372403.0,141722369.0,79704907.0,145371726.0
139215286.0,15131398.0,128080716.0,143532627.0
115491255.0,143110926.0,139381586.0,142496342.0
143663543.0,142424847.0,-263330.0,44483159.0
141728189.0,141796120.0,136280932.0,143065688.0
141717954.0,47887138.0,143227767.0,127851100.0
132764103.0,143016745.0,143051652.0,135191141.0
141818311.0,142961451.0,145320848.0,140417647.0
126046663.0,139195183.0,63308691.0,136641138.0
139123148.0,145228592.0,125629335.0,143192694.0
139811277.0,140981043.0,16692121.0,146139766.0
58028495.0,54481722.0,139914139.0,142973564.0
141670869.0,-269501.0,140290974.0,140354176.0
142252506.0,23800643.0,139942830.0,140305024.0
142375387.0,79704907.0,128121780.0,139833986.0
41976286.0,128080716.0,141286333.0,133632651.0
145934815.0,145175376.0,135078847.0,138627724.0
140306914.0,141890392.0,141751232.0,141642382.0
136698344.0,136280932.0,140037058.0,143151765.0
142416360.0,146275172.0,49871816.0,143075991.0
142463466.0,143051652.0,130431954.0,139473561.0
139139563.0,142295947.0,144088022.0,141785762.0
36409841.0,129172365.0,141665241.0,142281379.0
84939250.0,63308691.0,124521438.0,128473764.0
141693428.0,132924310.0,144665568.0,142305957.0
139237877.0,125629335.0,23479281.0,139750058.0
140321270.0,145216408.0,15315958.0,122454702.0
143088122.0,139166625.0,48266231.0,145410739.0
141904379.0,139942830.0,-259076.0,141884088.0
145324544.0,21500849.0,144456705.0,145490619.0
140409348.0,128121780.0,145148932.0,143123137.0
141771270.0,135119796.0,145972247.0,145410753.0
140423688.0,141884347.0,139156515.0,141683396.0
143032840.0,140381116.0,143150129.0,146131653.0
141775372.0,141286333.0,143526974.0,141179593.0
146033165.0,141792190.0,141884488.0,146244300.0
121360910.0,135078847.0,139949129.0,141759183.0
125598223.0,141751232.0,141309003.0,143059664.0
142447122.0,140411842.0,73923667.0,143092433.0
143665682.0,49871816.0,143227994.0,140333778.0
141785620.0,142425033.0,140416100.0,143606486.0
140313112.0,141800395.0,141352041.0,138515160.0
129610268.0,140321746.0,55839850.0,143190756.0
141642269.0,144088022.0,140026997.0,143717093.0
143053340.0,141665241.0,139881594.0,142342887.0
145306151.0,124521438.0,15752318.0,143190761.0
141748778.0,23479281.0,141767808.0,136702703.0
141720110.0,142216178.0,143053953.0,141722369.0
133151281.0,15315958.0,143959181.0,142494467.0
140311103.0,48266231.0,139308192.0,140448516.0
143239745.0,139467768.0,138093741.0,142496517.0
142488134.0,144456705.0,128193710.0,15131398.0
136180296.0,146095116.0,145210542.0,143110926.0
146027081.0,142275600.0,145343669.0,142424847.0
142551626.0,141689878.0,144755899.0,141818643.0
140333646.0,145972247.0,140410045.0,145890067.0
145371726.0,141618202.0,138747073.0,141796120.0
143532627.0,129125423.0,143031494.0,47887138.0
142496342.0,143150129.0,129283274.0,49572647.0
140304983.0,143156276.0,139080909.0,143016745.0
44483159.0,142404663.0,143043793.0,142961451.0
143065688.0,143526974.0,140317911.0,145228592.0
140364379.0,142414916.0,140942552.0,140981043.0
127851100.0,141884488.0,143029467.0,130538297.0
146018909.0,139949129.0,133702879.0,-269501.0
135191141.0,141309003.0,143602913.0,143602500.0
142488167.0,139177041.0,143684834.0,142420808.0
128066158.0,143676497.0,-269084.0,79704907.0
140417647.0,142511193.0,143117552.0,128080716.0
139313777.0,143227994.0,136854770.0,145175376.0
136641138.0,140444763.0,138841336.0,139381586.0
139291252.0,140465244.0,125558014.0,141835091.0
143192694.0,139783269.0,142499090.0,145431380.0
-255369.0,55839850.0,143054099.0,141890392.0
146139766.0,126870635.0,144639253.0,136280932.0
38990459.0,141753453.0,140004637.0,143092604.0
142973564.0,140026997.0,143172894.0,142295947.0
140354176.0,141624440.0,140279082.0,140379020.0
140305024.0,139918456.0,145380658.0,145320848.0
139833986.0,141747324.0,143207736.0,63308691.0
139303559.0,15752318.0,143238458.0,132924310.0
133632651.0,139912320.0,140371260.0,125629335.0
138627724.0,143959181.0,142386498.0,145216408.0
141642382.0,139408526.0,139869511.0,16692121.0
140423827.0,138114194.0,126373202.0,139914139.0
146014867.0,145210542.0,140324180.0,140290974.0
143151765.0,142486705.0,139291998.0,21500849.0
143075991.0,145343669.0,143017315.0,128121780.0
139473561.0,144755899.0,127458662.0,142494644.0
143110810.0,140410045.0,145538406.0,141884347.0
135414428.0,143031494.0,143695213.0,140381116.0
136225441.0,139080909.0,142501233.0,141286333.0
141785762.0,143043793.0,103894391.0,141792190.0
142281379.0,141839574.0,43001219.0,135078847.0
128473764.0,140317911.0,143695261.0,141751232.0
142305957.0,140942552.0,144416157.0,140037058.0
139750058.0,143029467.0,18533793.0,140411842.0
128973482.0,145376478.0,143166885.0,141790149.0
141859500.0,133702879.0,139847090.0,49871816.0
140309165.0,143602913.0,121513394.0,142425033.0
122454702.0,143684834.0,145165751.0,140321746.0
145136306.0,-269084.0,140287421.0,130431954.0
145410739.0,140393704.0,68251069.0,142513106.0
128717493.0,143561961.0,132423103.0,139752406.0
142488246.0,145933548.0,135622079.0,144088022.0
141884088.0,141829360.0,142448065.0,141665241.0
145490619.0,136854770.0,145302976.0,124521438.0
-261442.0,142470387.0,139339203.0,23479281.0
143123137.0,132726008.0,142550471.0,15315958.0
143631042.0,146005251.0,125902279.0,48266231.0
145410753.0,141796612.0,141278665.0,139467768.0
141683396.0,142368011.0,142542284.0,-259076.0
143155908.0,142218510.0,141880784.0,144456705.0
146131653.0,15826190.0,139812306.0,139910149.0
141179593.0,142499090.0,142253531.0,143229958.0
146244300.0,144639253.0,140414429.0,146095116.0
138799823.0,140418329.0,143650279.0,142275600.0
141759183.0,140004637.0,141852140.0,141689878.0
143092433.0,143172894.0,146269676.0,141618202.0
140333778.0,140346658.0,51561978.0,142367771.0
143059664.0,142255400.0,138247674.0,139156515.0
139211477.0,140279082.0,145393149.0,145978409.0
139809493.0,139199788.0,139945478.0,143150129.0
143606486.0,141770031.0,140340747.0,143156276.0
138515160.0,143207736.0,81401357.0,142404663.0
142254818.0,143238458.0,139210257.0,143526974.0
143190756.0,141835579.0,141688341.0,142414916.0
143717093.0,138798398.0,145366553.0,142496838.0
142342887.0,142386498.0,132935195.0,141884488.0
143190761.0,139869511.0,124786205.0,139949129.0
141699818.0,139781453.0,76365360.0,141825103.0
143086314.0,126373202.0,135298608.0,139177041.0
140387054.0,140324180.0,143259186.0,140258386.0
136702703.0,139291998.0,142554678.0,73923667.0
146164469.0,141667679.0,141170238.0,142511193.0
141722369.0,127458662.0,141628995.0,146066522.0
142494467.0,145538406.0,141262421.0,140444763.0
140448516.0,143111545.0,142579291.0,140465244.0
142496517.0,43001219.0,132918879.0,140416100.0
15131398.0,139328925.0,132963939.0,139783269.0
140290828.0,143695261.0,145958502.0,141352041.0
143110926.0,18533793.0,142536300.0,55839850.0
117637906.0,143621545.0,125656695.0,126870635.0
141818643.0,139847090.0,143937151.0,140026997.0
145890067.0,121513394.0,16586375.0,139181174.0
140051221.0,145165751.0,146218635.0,141624440.0
141796120.0,141718969.0,141713040.0,139918456.0
141380382.0,140287421.0,141176465.0,139881594.0
47887138.0,145302976.0,142530193.0,145484922.0
142334755.0,140309955.0,63309465.0,141747324.0
141673255.0,142550471.0,139904668.0,15752318.0
49572647.0,141278665.0,145213094.0,141868165.0
143016745.0,142542284.0,145479334.0,143959181.0
142961451.0,139812306.0,-258390.0,-267093.0
139195183.0,141968850.0,139196091.0,128193710.0
145228592.0,143099347.0,21038783.0,142486705.0
140981043.0,143621587.0,144092874.0,145343669.0
130538297.0,140412382.0,141883092.0,144755899.0
54481722.0,143216116.0,14862038.0,140410045.0
141781821.0,138247674.0,128626401.0,143031494.0
131226429.0,141760000.0,140334818.0,129283274.0
-269501.0,139769348.0,137674470.0,139080909.0
143602500.0,139945478.0,141741801.0,143043793.0
23800643.0,140340747.0,142427896.0,140942552.0
142420808.0,81401357.0,145393403.0,143029467.0
146053962.0,142319124.0,139812604.0,133702879.0
79704907.0,145366553.0,142345983.0,143602913.0
128080716.0,124786205.0,143089430.0,141640930.0
145175376.0,141798944.0,57911069.0,143684834.0
139381586.0,146251303.0,141219617.0,143561961.0
141835091.0,139925037.0,143218478.0,139816171.0
145431380.0,76365360.0,135122735.0,140322031.0
141890392.0,135298608.0,130527035.0,141829360.0
-263330.0,143259186.0,134709057.0,143117552.0
136280932.0,145411645.0,130373448.0,136854770.0
146275172.0,141170238.0,23725900.0,142470387.0
145187687.0,141825601.0,143079249.0,141757686.0
143227767.0,139144770.0,101736293.0,138841336.0
143092604.0,142302788.0,146083688.0,142318841.0
143051652.0,139736646.0,139816810.0,132726008.0
143055752.0,141262421.0,142413685.0,125558014.0
142295947.0,142579291.0,139915126.0,142517507.0
140379020.0,142536300.0,-258169.0,146005251.0
129172365.0,125656695.0,28723079.0,142368011.0
145320848.0,143937151.0,145969036.0,143054099.0
63308691.0,145456768.0,145604503.0,128679187.0
132924310.0,140369544.0,141871002.0,144639253.0
140383127.0,146218635.0,145188778.0,140418329.0
125629335.0,141176465.0,143292334.0,140004637.0
145216408.0,63309465.0,126955441.0,143172894.0
16692121.0,139904668.0,141703090.0,139887906.0
139914139.0,145479334.0,146245558.0,133303590.0
140290974.0,143126184.0,135913401.0,145143086.0
139166625.0,21038783.0,142475199.0,140383535.0
143625132.0,145379009.0,-256059.0,145380658.0
21500849.0,140242632.0,141199309.0,143207736.0
128121780.0,139466449.0,143312867.0,143238458.0
135119796.0,141883092.0,15917031.0,140371260.0
142494644.0,142442203.0,134600683.0,143154493.0
141644731.0,128626401.0,86425579.0,138798398.0
140381116.0,140334818.0,143112173.0,142386498.0
141884347.0,137674470.0,143206388.0,138794315.0
141792190.0,141741801.0,141232117.0,126373202.0
135078847.0,141711091.0,,140305750.0
141751232.0,142427896.0,,138753378.0
141286333.0,145393403.0,,143017315.0
140037058.0,139812604.0,,127458662.0
140411842.0,142345983.0,,145538406.0
141790149.0,140379909.0,,140307821.0
49871816.0,-256249.0,,142501233.0
142425033.0,142300936.0,,146279795.0
141800395.0,145952535.0,,103894391.0
135168978.0,145252123.0,,143111545.0
140321746.0,57911069.0,,43001219.0
130431954.0,142987038.0,,145345935.0
142513106.0,141219617.0,,143062416.0
144088022.0,142444326.0,,143695261.0
141665241.0,138745644.0,,144416157.0
124521438.0,143218478.0,,18533793.0
144665568.0,135122735.0,,143166885.0
141675490.0,141875001.0,,140430766.0
53580773.0,141659966.0,,139847090.0
23479281.0,134709057.0,,121513394.0
142216178.0,139859781.0,,146101683.0
141671413.0,130373448.0,,145165751.0
136270837.0,23725900.0,,141718969.0
15315958.0,143079249.0,,143596988.0
139467768.0,101736293.0,,140287421.0
48266231.0,141680498.0,,68251069.0
-259076.0,142413685.0,,132423103.0
144456705.0,139915126.0,,135622079.0
145148932.0,143048565.0,,145302976.0
139910149.0,-262275.0,,140309955.0
143229958.0,143187840.0,,139339203.0
146095116.0,143605632.0,,142550471.0
142275600.0,145264513.0,,125902279.0
141689878.0,145942400.0,,141278665.0
145972247.0,-258169.0,,142542284.0
141618202.0,28723079.0,,141880784.0
142367771.0,146014087.0,,141739473.0
139156515.0,146132882.0,,139812306.0
140442663.0,141871002.0,,141968850.0
145978409.0,145188778.0,,143621587.0
143055917.0,146233261.0,,133539286.0
129125423.0,126955441.0,,141872602.0
143150129.0,141871031.0,,142253531.0
143156276.0,145242039.0,,143218138.0
142404663.0,142475199.0,,140414429.0
143660087.0,-256059.0,,140412382.0
143526974.0,141852637.0,,138513893.0
142414916.0,143030241.0,,143650279.0
142496838.0,143312867.0,,146269676.0
141884488.0,15917031.0,,142374391.0
139949129.0,106403818.0,,138247674.0
141309003.0,86425579.0,,51561978.0
141825103.0,143112173.0,,145393149.0
139177041.0,143169519.0,,141995519.0
140258386.0,140371955.0,,139945478.0
73923667.0,143048692.0,,140340747.0
143676497.0,141232117.0,,81401357.0
142511193.0,,,141688341.0
143227994.0,,,145366553.0
140444763.0,,,145364505.0
140465244.0,,,124786205.0
146066522.0,,,139925037.0
140416100.0,,,143134254.0
139783269.0,,,135298608.0
141665383.0,,,143259186.0
141352041.0,,,146222649.0
55839850.0,,,145411645.0
126870635.0,,,141170238.0
141753453.0,,,141825601.0
140026997.0,,,142302788.0
139181174.0,,,143095367.0
139951224.0,,,141782607.0
141624440.0,,,141262421.0
139881594.0,,,142579291.0
139918456.0,,,132918879.0
141747324.0,,,132963939.0
145220732.0,,,131085944.0
15752318.0,,,139769465.0
145484922.0,,,143937151.0
139912320.0,,,145456768.0
141767808.0,,,141713040.0
143053953.0,,,141176465.0
141868165.0,,,142530193.0
145249414.0,,,63309465.0
143959181.0,,,139904668.0
139408526.0,,,145479334.0
138114194.0,,,-258390.0
139308192.0,,,141950647.0
-267093.0,,,139196091.0
138093741.0,,,21038783.0
128193710.0,,,140242632.0
145210542.0,,,144092874.0
142486705.0,,,145424075.0
145343669.0,,,139466449.0
144755899.0,,,145993427.0
140410045.0,,,141883092.0
138747073.0,,,14862038.0
143031494.0,,,142442203.0
128486600.0,,,142415583.0
129283274.0,,,128626401.0
139080909.0,,,140334818.0
143043793.0,,,137674470.0
143154387.0,,,141741801.0
141839574.0,,,127346413.0
140317911.0,,,134747885.0
143029467.0,,,142509807.0
145376478.0,,,142427896.0
133702879.0,,,145393403.0
143602913.0,,,142563068.0
141640930.0,,,139812604.0
143684834.0,,,142345983.0
-269084.0,,,141641473.0
143092967.0,,,139747076.0
140393704.0,,,140379909.0
143561961.0,,,-256249.0
139816171.0,,,143089430.0
145933548.0,,,141911831.0
143568110.0,,,57911069.0
140322031.0,,,142987038.0
141829360.0,,,138745644.0
143117552.0,,,143218478.0
146103537.0,,,135122735.0
142470387.0,,,141875001.0
136854770.0,,,130527035.0
141757686.0,,,141659966.0
138841336.0,,,134709057.0
142318841.0,,,141739847.0
132726008.0,,,130373448.0
146220285.0,,,142255947.0
125558014.0,,,23725900.0
142517507.0,,,143079249.0
141796612.0,,,143656786.0
146005251.0,,,143239006.0
142368011.0,,,143654753.0
142218510.0,,,101736293.0
15826190.0,,,146083688.0
142499090.0,,,139816810.0
143054099.0,,,142413685.0
128679187.0,,,139915126.0
144639253.0,,,143048565.0
140281110.0,,,-262275.0
140418329.0,,,145221503.0
140004637.0,,,143187840.0
143172894.0,,,145264513.0
140346658.0,,,145942400.0
139887906.0,,,-258169.0
133303590.0,,,141926279.0
142255400.0,,,28723079.0
140279082.0,,,146014087.0
139199788.0,,,146229128.0
145143086.0,,,146132882.0
140383535.0,,,145604503.0
141770031.0,,,141871002.0
145380658.0,,,141240229.0
143207736.0,,,140013477.0
143238458.0,,,143292334.0
141835579.0,,,126955441.0
140371260.0,,,141703090.0
143154493.0,,,135913401.0
138798398.0,,,142475199.0
142386498.0,,,-256059.0
139869511.0,,,145952715.0
138794315.0,,,141199309.0
139781453.0,,,141852637.0
126373202.0,,,143030241.0
140324180.0,,,143312867.0
140305750.0,,,15917031.0
140459350.0,,,106403818.0
140381529.0,,,134600683.0
139291998.0,,,143112173.0
141667679.0,,,143169519.0
138753378.0,,,140371955.0
143017315.0,,,143206388.0
145421667.0,,,141232117.0
127458662.0,,,145211382.0
145538406.0,,,141770745.0
143125867.0,,,
140307821.0,,,
143695213.0,,,
146279795.0,,,
141856116.0,,,
103894391.0,,,
143111545.0,,,
43001219.0,,,
142390660.0,,,
142994821.0,,,
145345935.0,,,
143062416.0,,,
139199899.0,,,
139328925.0,,,
143695261.0,,,
144416157.0,,,
18533793.0,,,
139826594.0,,,
143166885.0,,,
143621545.0,,,
142359979.0,,,
140430766.0,,,
139847090.0,,,
121513394.0,,,
142374323.0,,,
146101683.0,,,
145165751.0,,,
141718969.0,,,
143596988.0,,,
140287421.0,,,
68251069.0,,,
132423103.0,,,
135622079.0,,,
142448065.0,,,
145302976.0,,,
140309955.0,,,
139339203.0,,,
142550471.0,,,
125902279.0,,,
141278665.0,,,
142542284.0,,,
141880784.0,,,
141739473.0,,,
139812306.0,,,
141968850.0,,,
143099347.0,,,
143621587.0,,,
133539286.0,,,
141872602.0,,,
142253531.0,,,
143218138.0,,,
140414429.0,,,
140412382.0,,,
141901284.0,,,
138513893.0,,,
142368231.0,,,
143650279.0,,,
141852140.0,,,
146269676.0,,,
143216116.0,,,
139767287.0,,,
142374391.0,,,
138247674.0,,,
145393149.0,,,
141995519.0,,,
141760000.0,,,
139769348.0,,,
139945478.0,,,
140340747.0,,,
81401357.0,,,
139210257.0,,,
142319124.0,,,
141688341.0,,,
145366553.0,,,
142435866.0,,,
132935195.0,,,
145364505.0,,,
124786205.0,,,
141798944.0,,,
141200932.0,,,
146251303.0,,,
140348973.0,,,
139925037.0,,,
143134254.0,,,
76365360.0,,,
135298608.0,,,
143259186.0,,,
142554678.0,,,
146222649.0,,,
145411645.0,,,
141170238.0,,,
141825601.0,,,
139144770.0,,,
141628995.0,,,
142302788.0,,,
139736646.0,,,
143095367.0,,,
143588935.0,,,
141782607.0,,,
141262421.0,,,
142579291.0,,,
145286748.0,,,
132918879.0,,,
132963939.0,,,
142536300.0,,,
125656695.0,,,
131085944.0,,,
139769465.0,,,
143937151.0,,,
145456768.0,,,
16586375.0,,,
140369544.0,,,
146218635.0,,,
139835021.0,,,
141713040.0,,,
141176465.0,,,
142530193.0,,,
63309465.0,,,
139904668.0,,,
139742884.0,,,
145213094.0,,,
145479334.0,,,
143126184.0,,,
-258390.0,,,
141874864.0,,,
141950647.0,,,
139196091.0,,,
21038783.0,,,
145379009.0,,,
140242632.0,,,
144092874.0,,,
145424075.0,,,
139466449.0,,,
145993427.0,,,
14862038.0,,,
142442203.0,,,
142415583.0,,,
128626401.0,,,
140334818.0,,,
137674470.0,,,
141741801.0,,,
127346413.0,,,
134747885.0,,,
142509807.0,,,
141711091.0,,,
142427896.0,,,
145393403.0,,,
142563068.0,,,
139812604.0,,,
142345983.0,,,
141641473.0,,,
139747076.0,,,
140379909.0,,,
-256249.0,,,
142300936.0,,,
143089430.0,,,
141911831.0,,,
145952535.0,,,
145252123.0,,,
57911069.0,,,
142987038.0,,,
141219617.0,,,
142444326.0,,,
138745644.0,,,
143218478.0,,,
135122735.0,,,
141875001.0,,,
130527035.0,,,
141659966.0,,,
134709057.0,,,
139859781.0,,,
141739847.0,,,
130373448.0,,,
141860682.0,,,
142255947.0,,,
23725900.0,,,
143656786.0,,,
143239006.0,,,
143654753.0,,,
101736293.0,,,
146083688.0,,,
146255721.0,,,
139816810.0,,,
139968369.0,,,
141680498.0,,,
142413685.0,,,
139915126.0,,,
143048565.0,,,
-262275.0,,,
145221503.0,,,
143187840.0,,,
143605632.0,,,
145264513.0,,,
145942400.0,,,
-258169.0,,,
141926279.0,,,
28723079.0,,,
146014087.0,,,
146229128.0,,,
145969036.0,,,
146132882.0,,,
145604503.0,,,
141871002.0,,,
141240229.0,,,
140013477.0,,,
140316583.0,,,
145188778.0,,,
146233261.0,,,
143292334.0,,,
126955441.0,,,
141703090.0,,,
146245558.0,,,
141871031.0,,,
22900663.0,,,
145242039.0,,,
135913401.0,,,
142475199.0,,,
-256059.0,,,
140339144.0,,,
145952715.0,,,
141199309.0,,,
141852637.0,,,
143030241.0,,,
143312867.0,,,
15917031.0,,,
106403818.0,,,
134600683.0,,,
86425579.0,,,
143112173.0,,,
143169519.0,,,
140371955.0,,,
143048692.0,,,
141232117.0,,,
143206388.0,,,
145211382.0,,,
141770745.0,,,
